Chromosome	start	end	SNPs
3	11884001	11885000	0
3	11885001	11886000	1
3	11886001	11887000	1
3	11887001	11888000	1
3	11888001	11889000	0
3	11889001	11890000	1
3	11890001	11891000	1
3	11891001	11892000	2
3	11892001	11893000	2
3	11893001	11894000	0
3	11894001	11895000	0
3	11895001	11896000	0
3	11896001	11897000	2
3	11897001	11898000	1
3	11898001	11899000	0
3	11899001	11900000	1
3	11900001	11901000	1
3	11901001	11902000	1
3	11902001	11903000	2
3	11903001	11904000	3
3	11904001	11905000	0
3	11905001	11906000	1
3	11906001	11907000	0
3	11907001	11908000	0
3	11908001	11909000	1
3	11909001	11910000	0
3	11910001	11911000	0
3	11911001	11912000	0
3	11912001	11913000	0
3	11913001	11914000	1
3	11914001	11915000	0
3	11915001	11916000	0
3	11916001	11917000	4
3	11917001	11918000	2
3	11918001	11919000	3
3	11919001	11920000	2
3	11920001	11921000	1
3	11921001	11922000	0
3	11922001	11923000	0
3	11923001	11924000	0
3	11924001	11925000	1
3	11925001	11926000	0
3	11926001	11927000	1
3	11927001	11928000	1
3	11928001	11929000	0
3	11929001	11930000	0
3	11930001	11931000	0
3	11931001	11932000	0
3	11932001	11933000	2
3	11933001	11934000	1
3	11934001	11935000	2
3	11935001	11936000	0
3	11936001	11937000	1
3	11937001	11938000	0
3	11938001	11939000	0
3	11939001	11940000	0
3	11940001	11941000	1
3	11941001	11942000	1
3	11942001	11943000	0
3	11943001	11944000	2
3	11944001	11945000	1
3	11945001	11946000	1
3	11946001	11947000	0
3	11947001	11948000	1
3	11948001	11949000	1
3	11949001	11950000	0
3	11950001	11951000	3
3	11951001	11952000	0
3	11952001	11953000	1
3	11953001	11954000	2
3	11954001	11955000	1
3	11955001	11956000	3
3	11956001	11957000	4
3	11957001	11958000	1
3	11958001	11959000	1
3	11959001	11960000	1
3	11960001	11961000	0
3	11961001	11962000	0
3	11962001	11963000	2
3	11963001	11964000	1
3	11964001	11965000	0
3	11965001	11966000	0
3	11966001	11967000	0
3	11967001	11968000	1
3	11968001	11969000	2
3	11969001	11970000	0
3	11970001	11971000	0
3	11971001	11972000	2
3	11972001	11973000	1
3	11973001	11974000	0
3	11974001	11975000	0
3	11975001	11976000	0
3	11976001	11977000	1
3	11977001	11978000	4
3	11978001	11979000	0
3	11979001	11980000	0
3	11980001	11981000	0
3	11981001	11982000	0
3	11982001	11983000	2
3	11983001	11984000	1
3	11984001	11985000	0
3	11985001	11986000	1
3	11986001	11987000	1
3	11987001	11988000	0
3	11988001	11989000	0
3	11989001	11990000	1
3	11990001	11991000	2
3	11991001	11992000	2
3	11992001	11993000	1
3	11993001	11994000	0
3	11994001	11995000	3
3	11995001	11996000	0
3	11996001	11997000	2
3	11997001	11998000	2
3	11998001	11999000	1
3	11999001	12000000	1
3	12000001	12001000	0
3	12001001	12002000	0
3	12002001	12003000	0
3	12003001	12004000	0
3	12004001	12005000	1
3	12005001	12006000	1
3	12006001	12007000	2
3	12007001	12008000	0
3	12008001	12009000	0
3	12009001	12010000	0
3	12010001	12011000	0
3	12011001	12012000	0
3	12012001	12013000	1
3	12013001	12014000	1
3	12014001	12015000	1
3	12015001	12016000	1
3	12016001	12017000	0
3	12017001	12018000	0
3	12018001	12019000	0
3	12019001	12020000	1
3	12020001	12021000	1
3	12021001	12022000	0
3	12022001	12023000	0
3	12023001	12024000	0
3	12024001	12025000	0
3	12025001	12026000	0
3	12026001	12027000	0
3	12027001	12028000	0
3	12028001	12029000	0
3	12029001	12030000	0
3	12030001	12031000	0
3	12031001	12032000	0
3	12032001	12033000	0
3	12033001	12034000	2
3	12034001	12035000	0
3	12035001	12036000	0
3	12036001	12037000	0
3	12037001	12038000	1
3	12038001	12039000	2
3	12039001	12040000	0
3	12040001	12041000	0
3	12041001	12042000	0
3	12042001	12043000	1
3	12043001	12044000	1
3	12044001	12045000	3
3	12045001	12046000	2
3	12046001	12047000	2
3	12047001	12048000	1
3	12048001	12049000	1
3	12049001	12050000	0
3	12050001	12051000	0
3	12051001	12052000	0
3	12052001	12053000	1
3	12053001	12054000	1
3	12054001	12055000	0
3	12055001	12056000	0
3	12056001	12057000	0
3	12057001	12058000	0
3	12058001	12059000	0
3	12059001	12060000	0
3	12060001	12061000	0
3	12061001	12062000	2
3	12062001	12063000	0
3	12063001	12064000	2
3	12064001	12065000	3
3	12065001	12066000	0
3	12066001	12067000	0
3	12067001	12068000	1
3	12068001	12069000	1
3	12069001	12070000	0
3	12070001	12071000	0
3	12071001	12072000	0
3	12072001	12073000	1
3	12073001	12074000	0
3	12074001	12075000	0
3	12075001	12076000	0
3	12076001	12077000	0
3	12077001	12078000	0
3	12078001	12079000	1
3	12079001	12080000	0
3	12080001	12081000	0
3	12081001	12082000	0
3	12082001	12083000	0
3	12083001	12084000	0
3	12084001	12085000	1
3	12085001	12086000	0
3	12086001	12087000	0
3	12087001	12088000	0
3	12088001	12089000	0
3	12089001	12090000	0
3	12090001	12091000	0
3	12091001	12092000	1
3	12092001	12093000	0
3	12093001	12094000	0
3	12094001	12095000	0
3	12095001	12096000	0
3	12096001	12097000	0
3	12097001	12098000	0
3	12098001	12099000	0
3	12099001	12100000	1
3	12100001	12101000	0
3	12101001	12102000	0
3	12102001	12103000	0
3	12103001	12104000	0
3	12104001	12105000	0
3	12105001	12106000	0
3	12106001	12107000	0
3	12107001	12108000	0
3	12108001	12109000	1
3	12109001	12110000	1
3	12110001	12111000	0
3	12111001	12112000	1
3	12112001	12113000	0
3	12113001	12114000	0
3	12114001	12115000	0
