Chromosome	start	end	SNPs
9	57577001	57578000	1
9	57576001	57577000	4
9	57575001	57576000	1
9	57574001	57575000	0
9	57573001	57574000	0
9	57572001	57573000	1
9	57571001	57572000	1
9	57570001	57571000	0
9	57569001	57570000	1
9	57568001	57569000	0
9	57567001	57568000	1
9	57566001	57567000	1
9	57565001	57566000	2
9	57564001	57565000	6
9	57563001	57564000	3
9	57562001	57563000	1
9	57561001	57562000	0
9	57560001	57561000	0
9	57559001	57560000	0
9	57558001	57559000	1
9	57557001	57558000	0
9	57556001	57557000	1
9	57555001	57556000	2
9	57554001	57555000	0
9	57553001	57554000	1
9	57552001	57553000	0
9	57551001	57552000	0
9	57550001	57551000	3
9	57549001	57550000	0
9	57548001	57549000	2
9	57547001	57548000	2
9	57546001	57547000	2
9	57545001	57546000	1
9	57544001	57545000	0
9	57543001	57544000	2
9	57542001	57543000	1
9	57541001	57542000	0
9	57540001	57541000	1
9	57539001	57540000	0
9	57538001	57539000	0
9	57537001	57538000	0
9	57536001	57537000	0
9	57535001	57536000	0
9	57534001	57535000	0
9	57533001	57534000	1
9	57532001	57533000	1
9	57531001	57532000	0
9	57530001	57531000	0
9	57529001	57530000	0
9	57528001	57529000	1
9	57527001	57528000	1
9	57526001	57527000	0
9	57525001	57526000	0
9	57524001	57525000	0
9	57523001	57524000	0
9	57522001	57523000	1
9	57521001	57522000	0
9	57520001	57521000	0
9	57519001	57520000	0
9	57518001	57519000	0
9	57517001	57518000	0
9	57516001	57517000	0
9	57515001	57516000	0
9	57514001	57515000	0
9	57513001	57514000	0
9	57512001	57513000	2
9	57511001	57512000	1
9	57510001	57511000	1
9	57509001	57510000	1
9	57508001	57509000	1
9	57507001	57508000	0
9	57506001	57507000	2
9	57505001	57506000	0
9	57504001	57505000	1
9	57503001	57504000	1
9	57502001	57503000	1
9	57501001	57502000	1
9	57500001	57501000	2
9	57499001	57500000	0
9	57498001	57499000	0
9	57497001	57498000	0
9	57496001	57497000	0
9	57495001	57496000	1
9	57494001	57495000	0
9	57493001	57494000	2
9	57492001	57493000	2
9	57491001	57492000	0
9	57490001	57491000	0
9	57489001	57490000	1
9	57488001	57489000	2
9	57487001	57488000	2
9	57486001	57487000	0
9	57485001	57486000	0
9	57484001	57485000	0
9	57483001	57484000	1
9	57482001	57483000	1
9	57481001	57482000	3
9	57480001	57481000	1
9	57479001	57480000	2
9	57478001	57479000	0
9	57477001	57478000	1
9	57476001	57477000	1
9	57475001	57476000	3
9	57474001	57475000	0
9	57473001	57474000	1
9	57472001	57473000	0
9	57471001	57472000	1
9	57470001	57471000	0
9	57469001	57470000	0
9	57468001	57469000	2
9	57467001	57468000	0
9	57466001	57467000	0
9	57465001	57466000	0
9	57464001	57465000	0
9	57463001	57464000	1
9	57462001	57463000	0
9	57461001	57462000	1
9	57460001	57461000	0
9	57459001	57460000	0
9	57458001	57459000	1
9	57457001	57458000	0
9	57456001	57457000	1
9	57455001	57456000	1
9	57454001	57455000	1
9	57453001	57454000	0
9	57452001	57453000	2
9	57451001	57452000	0
9	57450001	57451000	2
9	57449001	57450000	1
9	57448001	57449000	1
9	57447001	57448000	1
9	57446001	57447000	0
9	57445001	57446000	0
9	57444001	57445000	1
9	57443001	57444000	0
9	57442001	57443000	0
9	57441001	57442000	0
9	57440001	57441000	0
9	57439001	57440000	1
9	57438001	57439000	1
9	57437001	57438000	0
9	57436001	57437000	0
9	57435001	57436000	1
9	57434001	57435000	0
9	57433001	57434000	0
9	57432001	57433000	1
9	57431001	57432000	1
9	57430001	57431000	2
9	57429001	57430000	3
9	57428001	57429000	2
9	57427001	57428000	0
9	57426001	57427000	0
9	57425001	57426000	1
9	57424001	57425000	0
9	57423001	57424000	0
9	57422001	57423000	2
9	57421001	57422000	1
9	57420001	57421000	0
9	57419001	57420000	1
9	57418001	57419000	3
9	57417001	57418000	0
9	57416001	57417000	0
9	57415001	57416000	0
9	57414001	57415000	0
9	57413001	57414000	0
9	57412001	57413000	1
9	57411001	57412000	0
9	57410001	57411000	1
9	57409001	57410000	1
9	57408001	57409000	1
9	57407001	57408000	2
9	57406001	57407000	2
9	57405001	57406000	2
9	57404001	57405000	3
9	57403001	57404000	1
9	57402001	57403000	1
9	57401001	57402000	1
9	57400001	57401000	2
9	57399001	57400000	1
9	57398001	57399000	0
9	57397001	57398000	1
9	57396001	57397000	4
9	57395001	57396000	0
9	57394001	57395000	1
9	57393001	57394000	1
9	57392001	57393000	0
9	57391001	57392000	0
9	57390001	57391000	1
9	57389001	57390000	1
9	57388001	57389000	0
9	57387001	57388000	0
9	57386001	57387000	1
9	57385001	57386000	0
9	57384001	57385000	0
9	57383001	57384000	0
9	57382001	57383000	0
9	57381001	57382000	1
9	57380001	57381000	0
9	57379001	57380000	0
9	57378001	57379000	0
9	57377001	57378000	0
9	57376001	57377000	0
9	57375001	57376000	0
9	57374001	57375000	0
9	57373001	57374000	0
9	57372001	57373000	1
9	57371001	57372000	0
9	57370001	57371000	1
9	57369001	57370000	2
9	57368001	57369000	0
9	57367001	57368000	1
9	57366001	57367000	0
9	57365001	57366000	0
9	57364001	57365000	0
9	57363001	57364000	1
9	57362001	57363000	1
9	57361001	57362000	0
9	57360001	57361000	0
9	57359001	57360000	1
9	57358001	57359000	1
9	57357001	57358000	0
9	57356001	57357000	0
9	57355001	57356000	1
9	57354001	57355000	1
9	57353001	57354000	0
9	57352001	57353000	0
9	57351001	57352000	1
9	57350001	57351000	0
9	57349001	57350000	0
9	57348001	57349000	1
