Chromosome	start	end	SNPs
2	11883001	11884000	1
2	11882001	11883000	0
2	11881001	11882000	2
2	11880001	11881000	0
2	11879001	11880000	0
2	11878001	11879000	0
2	11877001	11878000	1
2	11876001	11877000	0
2	11875001	11876000	1
2	11874001	11875000	0
2	11873001	11874000	0
2	11872001	11873000	0
2	11871001	11872000	0
2	11870001	11871000	0
2	11869001	11870000	1
2	11868001	11869000	1
2	11867001	11868000	0
2	11866001	11867000	0
2	11865001	11866000	0
2	11864001	11865000	0
2	11863001	11864000	0
2	11862001	11863000	2
2	11861001	11862000	1
2	11860001	11861000	1
2	11859001	11860000	0
2	11858001	11859000	0
2	11857001	11858000	3
2	11856001	11857000	1
2	11855001	11856000	3
2	11854001	11855000	0
2	11853001	11854000	0
2	11852001	11853000	0
2	11851001	11852000	2
2	11850001	11851000	1
2	11849001	11850000	2
2	11848001	11849000	0
2	11847001	11848000	0
2	11846001	11847000	2
2	11845001	11846000	0
2	11844001	11845000	1
2	11843001	11844000	0
2	11842001	11843000	1
2	11841001	11842000	1
2	11840001	11841000	0
2	11839001	11840000	0
2	11838001	11839000	1
2	11837001	11838000	1
2	11836001	11837000	0
2	11835001	11836000	1
2	11834001	11835000	0
2	11833001	11834000	1
2	11832001	11833000	0
2	11831001	11832000	0
2	11830001	11831000	0
2	11829001	11830000	0
2	11828001	11829000	0
2	11827001	11828000	1
2	11826001	11827000	2
2	11825001	11826000	0
2	11824001	11825000	0
2	11823001	11824000	0
2	11822001	11823000	0
2	11821001	11822000	1
2	11820001	11821000	0
2	11819001	11820000	0
2	11818001	11819000	0
2	11817001	11818000	0
2	11816001	11817000	2
2	11815001	11816000	1
2	11814001	11815000	0
2	11813001	11814000	0
2	11812001	11813000	0
2	11811001	11812000	0
2	11810001	11811000	1
2	11809001	11810000	0
2	11808001	11809000	0
2	11807001	11808000	1
2	11806001	11807000	1
2	11805001	11806000	0
2	11804001	11805000	1
2	11803001	11804000	0
2	11802001	11803000	0
2	11801001	11802000	1
2	11800001	11801000	0
2	11799001	11800000	0
2	11798001	11799000	1
2	11797001	11798000	0
2	11796001	11797000	1
2	11795001	11796000	0
2	11794001	11795000	0
2	11793001	11794000	0
2	11792001	11793000	1
2	11791001	11792000	1
2	11790001	11791000	0
2	11789001	11790000	0
2	11788001	11789000	0
2	11787001	11788000	3
2	11786001	11787000	4
2	11785001	11786000	0
2	11784001	11785000	1
2	11783001	11784000	0
2	11782001	11783000	0
2	11781001	11782000	0
2	11780001	11781000	0
2	11779001	11780000	0
2	11778001	11779000	3
2	11777001	11778000	3
2	11776001	11777000	0
2	11775001	11776000	0
2	11774001	11775000	1
2	11773001	11774000	0
2	11772001	11773000	0
2	11771001	11772000	1
2	11770001	11771000	4
2	11769001	11770000	2
2	11768001	11769000	1
2	11767001	11768000	0
2	11766001	11767000	0
2	11765001	11766000	0
2	11764001	11765000	0
2	11763001	11764000	1
2	11762001	11763000	0
2	11761001	11762000	1
2	11760001	11761000	2
2	11759001	11760000	1
2	11758001	11759000	3
2	11757001	11758000	2
2	11756001	11757000	1
2	11755001	11756000	1
2	11754001	11755000	1
2	11753001	11754000	1
2	11752001	11753000	0
2	11751001	11752000	0
2	11750001	11751000	0
2	11749001	11750000	0
2	11748001	11749000	0
2	11747001	11748000	0
2	11746001	11747000	0
2	11745001	11746000	0
2	11744001	11745000	0
2	11743001	11744000	0
2	11742001	11743000	0
2	11741001	11742000	0
2	11740001	11741000	0
2	11739001	11740000	0
2	11738001	11739000	0
2	11737001	11738000	0
2	11736001	11737000	0
2	11735001	11736000	0
2	11734001	11735000	0
2	11733001	11734000	0
2	11732001	11733000	0
2	11731001	11732000	0
2	11730001	11731000	1
2	11729001	11730000	1
2	11728001	11729000	0
2	11727001	11728000	0
2	11726001	11727000	0
2	11725001	11726000	3
2	11724001	11725000	0
2	11723001	11724000	1
2	11722001	11723000	1
2	11721001	11722000	1
2	11720001	11721000	0
2	11719001	11720000	3
2	11718001	11719000	1
2	11717001	11718000	2
2	11716001	11717000	0
2	11715001	11716000	0
2	11714001	11715000	2
2	11713001	11714000	1
2	11712001	11713000	0
2	11711001	11712000	1
2	11710001	11711000	0
2	11709001	11710000	0
2	11708001	11709000	0
2	11707001	11708000	0
2	11706001	11707000	0
2	11705001	11706000	0
2	11704001	11705000	0
2	11703001	11704000	2
2	11702001	11703000	3
2	11701001	11702000	1
2	11700001	11701000	0
2	11699001	11700000	0
2	11698001	11699000	0
2	11697001	11698000	0
2	11696001	11697000	0
2	11695001	11696000	3
2	11694001	11695000	3
2	11693001	11694000	0
2	11692001	11693000	0
2	11691001	11692000	1
2	11690001	11691000	0
2	11689001	11690000	2
2	11688001	11689000	0
2	11687001	11688000	0
2	11686001	11687000	1
2	11685001	11686000	0
2	11684001	11685000	0
2	11683001	11684000	0
2	11682001	11683000	0
2	11681001	11682000	0
2	11680001	11681000	1
2	11679001	11680000	1
2	11678001	11679000	0
2	11677001	11678000	1
2	11676001	11677000	1
2	11675001	11676000	0
2	11674001	11675000	0
2	11673001	11674000	0
2	11672001	11673000	0
2	11671001	11672000	0
2	11670001	11671000	0
2	11669001	11670000	0
2	11668001	11669000	0
2	11667001	11668000	0
2	11666001	11667000	0
2	11665001	11666000	1
2	11664001	11665000	1
2	11663001	11664000	0
2	11662001	11663000	1
2	11661001	11662000	0
2	11660001	11661000	1
2	11659001	11660000	0
2	11658001	11659000	0
2	11657001	11658000	0
2	11656001	11657000	1
2	11655001	11656000	0
2	11654001	11655000	1
2	11653001	11654000	0
2	11652001	11653000	0
2	11651001	11652000	4
2	11650001	11651000	2
2	11649001	11650000	0
2	11648001	11649000	0
2	11647001	11648000	0
2	11646001	11647000	0
2	11645001	11646000	1
2	11644001	11645000	2
2	11643001	11644000	0
2	11642001	11643000	1
2	11641001	11642000	0
2	11640001	11641000	1
2	11639001	11640000	0
2	11638001	11639000	0
2	11637001	11638000	0
2	11636001	11637000	0
2	11635001	11636000	0
2	11634001	11635000	1
2	11633001	11634000	0
2	11632001	11633000	0
2	11631001	11632000	2
2	11630001	11631000	0
2	11629001	11630000	2
2	11628001	11629000	0
2	11627001	11628000	0
2	11626001	11627000	0
2	11625001	11626000	0
2	11624001	11625000	0
2	11623001	11624000	0
2	11622001	11623000	0
2	11621001	11622000	0
2	11620001	11621000	0
2	11619001	11620000	0
2	11618001	11619000	2
2	11617001	11618000	3
2	11616001	11617000	3
2	11615001	11616000	0
2	11614001	11615000	0
2	11613001	11614000	0
2	11612001	11613000	0
2	11611001	11612000	0
2	11610001	11611000	0
2	11609001	11610000	0
2	11608001	11609000	0
2	11607001	11608000	2
2	11606001	11607000	2
2	11605001	11606000	0
2	11604001	11605000	0
2	11603001	11604000	1
2	11602001	11603000	2
2	11601001	11602000	1
2	11600001	11601000	1
2	11599001	11600000	0
2	11598001	11599000	0
2	11597001	11598000	2
2	11596001	11597000	0
2	11595001	11596000	0
2	11594001	11595000	1
2	11593001	11594000	1
2	11592001	11593000	0
2	11591001	11592000	2
2	11590001	11591000	0
2	11589001	11590000	0
2	11588001	11589000	0
2	11587001	11588000	1
2	11586001	11587000	0
2	11585001	11586000	1
2	11584001	11585000	1
2	11583001	11584000	1
2	11582001	11583000	0
2	11581001	11582000	2
2	11580001	11581000	0
2	11579001	11580000	0
2	11578001	11579000	0
2	11577001	11578000	0
2	11576001	11577000	0
2	11575001	11576000	0
2	11574001	11575000	0
2	11573001	11574000	0
2	11572001	11573000	0
2	11571001	11572000	0
2	11570001	11571000	0
2	11569001	11570000	0
2	11568001	11569000	0
2	11567001	11568000	0
2	11566001	11567000	0
2	11565001	11566000	0
2	11564001	11565000	0
2	11563001	11564000	0
2	11562001	11563000	0
2	11561001	11562000	1
2	11560001	11561000	0
2	11559001	11560000	0
2	11558001	11559000	0
2	11557001	11558000	0
2	11556001	11557000	2
2	11555001	11556000	0
2	11554001	11555000	1
2	11553001	11554000	0
2	11552001	11553000	3
2	11551001	11552000	1
2	11550001	11551000	1
2	11549001	11550000	2
2	11548001	11549000	1
2	11547001	11548000	0
2	11546001	11547000	0
2	11545001	11546000	0
2	11544001	11545000	0
2	11543001	11544000	0
2	11542001	11543000	0
2	11541001	11542000	2
2	11540001	11541000	0
2	11539001	11540000	1
2	11538001	11539000	0
2	11537001	11538000	2
2	11536001	11537000	1
2	11535001	11536000	0
2	11534001	11535000	1
2	11533001	11534000	0
2	11532001	11533000	0
2	11531001	11532000	1
2	11530001	11531000	1
2	11529001	11530000	2
2	11528001	11529000	3
2	11527001	11528000	3
2	11526001	11527000	0
2	11525001	11526000	0
2	11524001	11525000	1
2	11523001	11524000	0
2	11522001	11523000	1
2	11521001	11522000	2
2	11520001	11521000	0
2	11519001	11520000	0
2	11518001	11519000	2
2	11517001	11518000	0
2	11516001	11517000	1
2	11515001	11516000	2
2	11514001	11515000	0
2	11513001	11514000	1
2	11512001	11513000	0
2	11511001	11512000	3
2	11510001	11511000	0
2	11509001	11510000	0
2	11508001	11509000	0
2	11507001	11508000	0
2	11506001	11507000	0
2	11505001	11506000	1
2	11504001	11505000	1
2	11503001	11504000	1
2	11502001	11503000	0
2	11501001	11502000	0
2	11500001	11501000	0
2	11499001	11500000	0
2	11498001	11499000	0
2	11497001	11498000	1
2	11496001	11497000	2
2	11495001	11496000	1
2	11494001	11495000	0
2	11493001	11494000	0
2	11492001	11493000	3
2	11491001	11492000	1
2	11490001	11491000	3
2	11489001	11490000	0
2	11488001	11489000	0
2	11487001	11488000	2
2	11486001	11487000	0
2	11485001	11486000	0
2	11484001	11485000	0
2	11483001	11484000	0
2	11482001	11483000	0
2	11481001	11482000	0
2	11480001	11481000	0
2	11479001	11480000	0
2	11478001	11479000	1
2	11477001	11478000	0
2	11476001	11477000	2
2	11475001	11476000	1
2	11474001	11475000	3
2	11473001	11474000	0
2	11472001	11473000	5
2	11471001	11472000	1
2	11470001	11471000	0
2	11469001	11470000	1
2	11468001	11469000	1
2	11467001	11468000	1
2	11466001	11467000	2
2	11465001	11466000	0
2	11464001	11465000	0
2	11463001	11464000	1
2	11462001	11463000	1
2	11461001	11462000	0
2	11460001	11461000	1
2	11459001	11460000	1
2	11458001	11459000	0
2	11457001	11458000	0
2	11456001	11457000	0
2	11455001	11456000	0
2	11454001	11455000	0
2	11453001	11454000	0
2	11452001	11453000	0
2	11451001	11452000	0
2	11450001	11451000	0
2	11449001	11450000	0
2	11448001	11449000	0
2	11447001	11448000	2
2	11446001	11447000	1
2	11445001	11446000	0
2	11444001	11445000	1
2	11443001	11444000	0
2	11442001	11443000	0
2	11441001	11442000	0
2	11440001	11441000	0
2	11439001	11440000	1
2	11438001	11439000	0
2	11437001	11438000	1
2	11436001	11437000	1
2	11435001	11436000	2
2	11434001	11435000	1
2	11433001	11434000	1
2	11432001	11433000	1
2	11431001	11432000	0
2	11430001	11431000	1
2	11429001	11430000	1
2	11428001	11429000	0
2	11427001	11428000	0
2	11426001	11427000	0
2	11425001	11426000	2
2	11424001	11425000	1
2	11423001	11424000	1
2	11422001	11423000	2
2	11421001	11422000	1
2	11420001	11421000	2
2	11419001	11420000	2
2	11418001	11419000	1
2	11417001	11418000	1
2	11416001	11417000	1
2	11415001	11416000	0
2	11414001	11415000	0
2	11413001	11414000	3
2	11412001	11413000	0
2	11411001	11412000	0
2	11410001	11411000	1
2	11409001	11410000	0
2	11408001	11409000	1
2	11407001	11408000	1
2	11406001	11407000	3
2	11405001	11406000	0
2	11404001	11405000	0
2	11403001	11404000	0
2	11402001	11403000	0
2	11401001	11402000	2
2	11400001	11401000	0
2	11399001	11400000	0
2	11398001	11399000	0
2	11397001	11398000	0
2	11396001	11397000	0
2	11395001	11396000	0
2	11394001	11395000	0
2	11393001	11394000	0
2	11392001	11393000	0
2	11391001	11392000	0
2	11390001	11391000	0
2	11389001	11390000	0
2	11388001	11389000	0
2	11387001	11388000	0
2	11386001	11387000	0
2	11385001	11386000	2
2	11384001	11385000	1
2	11383001	11384000	0
2	11382001	11383000	0
2	11381001	11382000	1
2	11380001	11381000	2
2	11379001	11380000	0
2	11378001	11379000	0
